gene	water1	water2	rich1	rich2	di1	di2
MvSl-1064-A2-R4_MC01g03161	0	0	0	0	1.00962	2.8109
MvSl-1064-A2-R4_MC01g03162	1.0011	0	0	0	1	0
MvSl-1064-A2-R4_MC01g03163	1	1	1.01169	3	2	0
MvSl-1064-A2-R4_MC01g03164	5.16021	4.06618	3	1.06532	2.82909	1.15822
MvSl-1064-A2-R4_MC01g03165	258.02	299.879	193.203	200.547	293.883	305.208
MvSl-1064-A2-R4_MC01g03166	18.2011	24.2206	9.08779	3.30926	6.36683	6.44667
MvSl-1064-A2-R4_MC01g03167	65.4338	74.7379	62.3652	60.9885	53.3776	72.8235
MvSl-1064-A2-R4_MC01g03168	0	0	0	0	0	0
MvSl-1064-A2-R4_MC01g03169	0.290034	0	0.248037	0	0	1.64161
MvSl-1064-A2-R4_MC01g03170	0	0	0	0	0	0
MvSl-1064-A2-R4_MC01g03171	0	0	0	0	0	0
MvSl-1064-A2-R4_MC01g03172	0.290034	0	0.248037	0	0	1.64161
MvSl-1064-A2-R4_MC01g03173	0	0	0	0	0	0
MvSl-1064-A2-R4_MC01g03174	8.49066	11.172	6.53149	8.06256	0	7.29031
MvSl-1064-A2-R4_MC01g03175	0	0	1	0	0	0
MvSl-1064-A2-R4_MC01g03176	2.49154	1.6475	0	0	3.75791	1.12527
MvSl-1064-A2-R4_MC01g03177	0	0	0	0	0	0
MvSl-1064-A2-R4_MC01g03178	0	0	0	0	0	0
MvSl-1064-A2-R4_MC01g03179	0	3.84495	0	0	45.2411	121.632
MvSl-1064-A2-R4_MC01g03180	0	0	0	0	7.84643	4.58824
MvSl-1064-A2-R4_MC01g03181	0	1.19389	0	0	1.27085	2.47934
MvSl-1064-A2-R4_MC01g03182	0	0	0	0	0	0
MvSl-1064-A2-R4_MC01g03183	1.90238	2.71609	0	0	0.691767	0
MvSl-1064-A2-R4_MC01g03184	0	4.28354	0	0	1.68781	2.29341
MvSl-1064-A2-R4_MC01g03185	0	0	0	0	0	0
MvSl-1064-A2-R4_MC01g03186	0	0	0	0	0	0
MvSl-1064-A2-R4_MC01g03187	0	0	0	0	0	0
MvSl-1064-A2-R4_MC01g03188	9.8689	60.4407	15.1714	13.277	38.3753	38.3939
MvSl-1064-A2-R4_MC01g03189	10.1698	12.4292	3.82234	1.82138	6.02801	11.9291
MvSl-1064-A2-R4_MC01g03190	162.695	155.277	85.4198	149.582	168.142	84.155
MvSl-1064-A2-R4_MC01g03191	83.4422	95.5901	25.6682	31.4554	113.512	75.0688
MvSl-1064-A2-R4_MC01g03192	0	0	0	0	0	0
MvSl-1064-A2-R4_MC01g03193	30.0349	39.5145	0	3.63898	7.50813	6.30726
MvSl-1064-A2-R4_MC01g03194	5.81798	24.6671	3.13831	1.67258	3.09798	14.0047
MvSl-1064-A2-R4_MC01g03195	0	0	0	0	0	0
MvSl-1064-A2-R4_MC01g03196	0	0	0	0	13.4963	11.4577
MvSl-1064-A2-R4_MC01g03197	0	0	0	0	0	0
MvSl-1064-A2-R4_MC01g03198	0.662133	8.74373	0.162746	0.0489571	10.7011	6.73338
MvSl-1064-A2-R4_MC01g03199	0	0	0	0	0	0
MvSl-1064-A2-R4_MC01g03200	0	0	0	0	0	0
MvSl-1064-A2-R4_MC01g03201	150.707	364.199	16.9315	7.45103	153.66	365.558
MvSl-1064-A2-R4_MC01g03202	0	0	0	0	0	0
MvSl-1064-A2-R4_MC01g03203	23.696	25.7588	12.3893	8.56631	15.5499	16.4152
MvSl-1064-A2-R4_MC01g03204	0	0	0	0	0	0
MvSl-1064-A2-R4_MC01g03205	123.467	164.765	39.6473	12.6138	51.7328	48.9147
MvSl-1064-A2-R4_MC01g03206	0	0	0	0	0	0
MvSl-1064-A2-R4_MC01g03207	6.4294	0	0	0	0	2.74435
MvSl-1064-A2-R4_MC01g03208	101.488	68.7784	85.5756	101.521	70.9416	53.0653
MvSl-1064-A2-R4_MC01g03209	10.1698	12.4292	3.82234	1.82138	6.02801	11.9291
MvSl-1064-A2-R4_MC01g03210	34.3196	0.00982124	0.00117195	1.15086	2.91691	2.39156
MvSl-1064-A2-R4_MC01g03211	2.27508	0	6.42893	11.5023	1.08458e-07	0
MvSl-1064-A2-R4_MC01g03212	1.56838	3.70576	0	0	0	4.74571
MvSl-1064-A2-R4_MC01g03213	0	0	1.07153	0	0	0
MvSl-1064-A2-R4_MC01g03214	91.2667	65.8784	290.327	443.096	99.4373	48.1856
MvSl-1064-A2-R4_MC01g03215	0	0	0	0	0	0
MvSl-1064-A2-R4_MC01g03216	0	0	0	0	0	0
MvSl-1064-A2-R4_MC01g03217	28.5386	32.0319	10.7725	10.7037	33.0681	27.8024
MvSl-1064-A2-R4_MC01g03218	0	2.36685	0	0	0	0
MvSl-1064-A2-R4_MC01g03219	0	0	0	0	0	0
MvSl-1064-A2-R4_MC01g03220	16.5228	0.198714	0	72.9785	8.82123	0.0259664
MvSl-1064-A2-R4_MC01g03221	0	0	0	0	0	0
MvSl-1064-A2-R4_MC01g03222	0	0	0	0	0	0
MvSl-1064-A2-R4_MC01g03223	0.00984492	48.5716	0	0.00362743	0.360915	0.000803114
MvSl-1064-A2-R4_MC01g03224	0	14.6422	0	1.80003e-05	2.97542	0
MvSl-1064-A2-R4_MC01g03225	0	0	0	0	0	0
MvSl-1064-A2-R4_MC01g03226	0	0	8.12566	1.63805e-08	2.96805e-06	19.5044
MvSl-1064-A2-R4_MC01g03227	0	0	0	3.36719	0.000336055	13.4792
MvSl-1064-A2-R4_MC01g03228	0	12.5387	0	1.20555	0	0
MvSl-1064-A2-R4_MC01g03229	1.27414	1.5474	2.58666	13.2071	1.40495	1.29674
MvSl-1064-A2-R4_MC01g03230	1.2936	1.26501	1.42161	2.11861	2.92945	0
MvSl-1064-A2-R4_MC01g03231	3.1695	8.04867	6.31246	6.06045	6.11669	4.14343
MvSl-1064-A2-R4_MC01g03232	57.5708	77.4675	89.4577	83.8296	43.2081	59.7305
MvSl-1064-A2-R4_MC01g03233	2.2224	5.59802	2.28228	1.16239	32.1987	57.6545
MvSl-1064-A2-R4_MC01g03234	3	10	0	2	1	7
MvSl-1064-A2-R4_MC01g03235	1	1	0	2	25.0197	17.0128
MvSl-1064-A2-R4_MC01g03236	0	0	0	0	133.382	180.992
MvSl-1064-A2-R4_MC01g03237	40.799	28.9836	2.03752	6.10948	12.6519	36.9035
MvSl-1064-A2-R4_MC01g03238	4.0434	5.11633	3.03152	0	4.10054	4.08274
MvSl-1064-A2-R4_MC01g03239	126.194	63.8846	10.8496	2.60765	21.5952	28.4197
MvSl-1064-A2-R4_MC01g03240	11.9494	13.0767	13.5024	4.61937	3.23672	12.8403
MvSl-1064-A2-R4_MC01g03241	0	0	0	0	0	0
MvSl-1064-A2-R4_MC01g03242	208.435	330.214	176.756	127.839	380.445	628.707
MvSl-1064-A2-R4_MC01g03243	150.63	214.337	106.188	103.684	181.598	176.626
MvSl-1064-A2-R4_MC01g03244	147	234.073	15	12	47.0124	77
MvSl-1064-A2-R4_MC01g03245	688	682	934	832	698	862
MvSl-1064-A2-R4_MC01g03246	30.5573	46.3325	11.3466	12.1911	12.1089	33.4835
MvSl-1064-A2-R4_MC01g03247	984	996	2641	3351	1188	716
MvSl-1064-A2-R4_MC01g03248	14.1374	16.3341	5.19136	3.42036	3	3.07709
MvSl-1064-A2-R4_MC01g03249	617.653	600.378	919.339	846.692	1590.58	2242.07
MvSl-1064-A2-R4_MC01g03250	0	1	0	0	0	1
MvSl-1064-A2-R4_MC01g03251	3.01121	10.0233	7	6	0	3.01022
MvSl-1064-A2-R4_MC01g03252	1139.92	2554.66	36.1936	39.1983	220.998	335.807
MvSl-1064-A2-R4_MC01g03253	498.046	471.974	146.651	135.849	330.748	335.269
MvSl-1064-A2-R4_MC01g03254	0	3.56877	0	0	0	0
MvSl-1064-A2-R4_MC01g03255	2496.9	3472.6	917.574	899.403	2971.08	3141.04
MvSl-1064-A2-R4_MC01g03256	0	0	0	1.09962	0	0
MvSl-1064-A2-R4_MC01g03257	937	987	2314	1664	1180	1021
MvSl-1064-A2-R4_MC01g03258	1255	1441	2437	2317	1672	1767
MvSl-1064-A2-R4_MC01g03259	9195	8447	14925	18841	9577	7436
MvSl-1064-A2-R4_MC01g03260	2834	3046	3245	3362	3925	3175
MvSl-1064-A2-R4_MC01g03261	2053	1775	3429	3494	2868	2825
MvSl-1064-A2-R4_MC01g03262	241.379	249.516	111.683	80.2102	309.966	241.905
MvSl-1064-A2-R4_MC01g03263	127.384	103.587	65.1053	69.4792	217.652	108.248
MvSl-1064-A2-R4_MC01g03264	318.579	334.995	171.72	112.287	499.239	352.234
MvSl-1064-A2-R4_MC01g03265	1301	1092	2515	2423	1793	1564
MvSl-1064-A2-R4_MC01g03266	1681	1683	2202	2598	1756	1607
MvSl-1064-A2-R4_MC01g03267	1664	1946	426	482	1263	1938
MvSl-1064-A2-R4_MC01g03268	1493.65	1707.6	798.419	928.565	1989.48	1325.76
MvSl-1064-A2-R4_MC01g03269	1047.27	1413.43	381.933	616.883	719.643	599.349
MvSl-1064-A2-R4_MC01g03270	1632.81	1778.8	2246.96	2208.78	1912.59	1950.71
MvSl-1064-A2-R4_MC01g03271	162.276	125.414	182.461	152.103	238.347	276.168
MvSl-1064-A2-R4_MC01g03272	2568.27	2896.11	2154.03	2264.63	2682.35	3596.34
MvSl-1064-A2-R4_MC01g03273	1127	1111	2914	3080	1226	916
MvSl-1064-A2-R4_MC01g03274	1948	1654	3081	2860	2852	2385
MvSl-1064-A2-R4_MC01g03275	1989	2046	2812	2513	2467	2082
MvSl-1064-A2-R4_MC01g03276	5575	3954	12769	14760	5400	4793
MvSl-1064-A2-R4_MC01g03277	17	29	1	4	13	21
MvSl-1064-A2-R4_MC01g03278	29169	18153	197158	172243	32797	18510
MvSl-1064-A2-R4_MC01g03279	5.69395	0	0	0	5.30636	11.4201
MvSl-1064-A2-R4_MC01g03280	880.918	1202.47	889.052	974.113	1057.44	1270.67
MvSl-1064-A2-R4_MC01g03281	44.206	84.7918	12.5132	14.1093	39.94	43.254
MvSl-1064-A2-R4_MC01g03282	81.9072	122.911	54.7102	67.7228	145.353	132.392
MvSl-1064-A2-R4_MC01g03283	0	0	9.16988	18.4638	0	4.81017
MvSl-1064-A2-R4_MC01g03284	851.398	863.935	885.146	856.413	1044.73	982.682
MvSl-1064-A2-R4_MC01g03285	11243	8233	95293	86982	12953	10227
MvSl-1064-A2-R4_MC01g03286	1585	1729	2115	2159	1773	1344
MvSl-1064-A2-R4_MC01g03287	4735	6726	2658	3007	3547	2797
MvSl-1064-A2-R4_MC01g03288	415	510	6	8	61	86
MvSl-1064-A2-R4_MC01g03289	3086	2817	6692	6559	3766	3100
MvSl-1064-A2-R4_MC01g03290	1729.06	1891.58	997.705	1125.16	1118.84	1500.61
MvSl-1064-A2-R4_MC01g03291	0	0	0	0	2.03769	2.0164
MvSl-1064-A2-R4_MC01g03292	0	0	0	0	5.54533	4.26721
MvSl-1064-A2-R4_MC01g03293	308	408	421	389	288	513
MvSl-1064-A2-R4_MC01g03294	23	28	0	3	20	13
MvSl-1064-A2-R4_MC01g03295	20	36	2	10	14	10
MvSl-1064-A2-R4_MC01g03296	1773	1583	762	996	2247	2134
MvSl-1064-A2-R4_MC01g03297	1552	1704	1781	1989	1398	1367
MvSl-1064-A2-R4_MC01g03298	3442	4441	3985	4222	2603	3610
MvSl-1064-A2-R4_MC01g03299	6256	7802	16610	17280	9074	6950
MvSl-1064-A2-R4_MC01g03300	3568	2113	31633	23874	4426	2475
MvSl-1064-A2-R4_MC01g03301	1857	1683	1288	1581	2063	1937
MvSl-1064-A2-R4_MC01g03302	497	461	1565	1501	538	451
MvSl-1064-A2-R4_MC01g03303	260	368	2694	2256	570	462
MvSl-1064-A2-R4_MC01g03304	402	420	95	133	603	540
MvSl-1064-A2-R4_MC01g03305	384	328	101	131	516	451
MvSl-1064-A2-R4_MC01g03306	89	67	42	37	118	109
MvSl-1064-A2-R4_MC01g03307	10	11	5	11	12	9
MvSl-1064-A2-R4_MC01g03308	1207	792	47	204	562	608
MvSl-1064-A2-R4_MC01g03309	778	822	877	717	1186	852
MvSl-1064-A2-R4_MC01g03310	891	817	941	1009	1253	1067
MvSl-1064-A2-R4_MC01g03311	1065	676	1808	1430	1279	1047
MvSl-1064-A2-R4_MC01g03312	5731	3669	34965	28867	6352	4618
MvSl-1064-A2-R4_MC01g03313	1	2	1	1	1	0
MvSl-1064-A2-R4_MC01g03314	0	1.05917	0	0	0	0
MvSl-1064-A2-R4_MC01g03315	0	3.84123	1.10776	0	0	0
MvSl-1064-A2-R4_MC01g03316	1380.82	1508.56	678.237	622.514	1584.46	1812.02
MvSl-1064-A2-R4_MC01g03317	968.881	990.507	448.271	277.753	1004.45	1305.57
MvSl-1064-A2-R4_MC01g03318	2352	2172	1635	1754	2300	2602
MvSl-1064-A2-R4_MC01g03319	14786	10224	23737	21144	12693	10689
MvSl-1064-A2-R4_MC01g03320	636	461	739	756	393	484
MvSl-1064-A2-R4_MC01g03321	1676	1535	1941	1765	1107	1138
MvSl-1064-A2-R4_MC01g03322	4017	2816	70101	82441	3619	3871
MvSl-1064-A2-R4_MC01g03323	1306	1243	5062	4850	1570	1344
MvSl-1064-A2-R4_MC01g03324	1681	1514	1697	1785	1542	1662
MvSl-1064-A2-R4_MC01g03325	10198	6509	5315	5290	5775	8070
MvSl-1064-A2-R4_MC01g03326	69	107	27	13	46	65
MvSl-1064-A2-R4_MC01g03327	0	0	0	0	1	2
MvSl-1064-A2-R4_MC01g03328	862	811	64	72	1380	1539
MvSl-1064-A2-R4_MC01g03329	1235	1266	2165	2305	1483	1661
MvSl-1064-A2-R4_MC01g03330	2123	2191	3682	3675	2663	2177
MvSl-1064-A2-R4_MC01g03331	3236	3262	3672	3697	5671	4370
MvSl-1064-A2-R4_MC01g03332	15826.6	20469.2	20819.2	22912.2	19737.8	16369.1
MvSl-1064-A2-R4_MC01g03333	2822	1945	15115	10674	2698	2500
MvSl-1064-A2-R4_MC01g03334	972	854	5448	5364	1062	937
MvSl-1064-A2-R4_MC01g03335	334	192	523	602	279	176
MvSl-1064-A2-R4_MC01g03336	600	476	678	607	716	663
MvSl-1064-A2-R4_MC01g03337	4476	3772	9762	9488	4451	4986
MvSl-1064-A2-R4_MC01g03338	618	540	1292	1455	804	757
MvSl-1064-A2-R4_MC01g03339	411	421	966	1300	254	296
MvSl-1064-A2-R4_MC01g03340	4250	4100	3727	3525	5409	4847
MvSl-1064-A2-R4_MC01g03341	393	346	872	1093	667	605
MvSl-1064-A2-R4_MC01g03342	19	25	73	81	31	29
MvSl-1064-A2-R4_MC01g03343	2789	3118	1519	1469	3595	4091
MvSl-1064-A2-R4_MC01g03344	5890	6618	3865	4159	6060	4771
MvSl-1064-A2-R4_MC01g03345	3364	2492	2315	2473	1676	3209
MvSl-1064-A2-R4_MC01g03346	435	351	118	269	150	193
MvSl-1064-A2-R4_MC01g03347	49	101	7352	7421	45	68
MvSl-1064-A2-R4_MC01g03348	784.459	879.613	745.774	680.716	1159.92	1288.05
MvSl-1064-A2-R4_MC01g03349	43.4761	56.9336	5.37943	9.31105	57.6451	82.6457
MvSl-1064-A2-R4_MC01g03350	1717.93	1467.71	520.792	449.924	2293.92	2625.79
MvSl-1064-A2-R4_MC01g03351	137.625	101.006	312.602	232.621	273.262	167.87
MvSl-1064-A2-R4_MC01g03352	547.459	559.903	460.687	682.894	403.141	324.137
MvSl-1064-A2-R4_MC01g03353	981	913	1933	1858	1122	975
MvSl-1064-A2-R4_MC01g03354	44	62	29	37	57	48
MvSl-1064-A2-R4_MC01g03355	5	15.2311	2.06519	2	11	11.5121
MvSl-1064-A2-R4_MC01g03356	220.913	271.582	45.8981	49.205	164.911	208.66
MvSl-1064-A2-R4_MC01g03357	478	542	1617	1500	985	834
MvSl-1064-A2-R4_MC01g03358	243	258	1114	1264	514	340
MvSl-1064-A2-R4_MC01g03359	2523	2399	2877	3208	1944	1346
MvSl-1064-A2-R4_MC01g03360	802	759	1384	1404	851	720
MvSl-1064-A2-R4_MC01g03361	690	540	1769	1597	811	595
MvSl-1064-A2-R4_MC01g03362	86	79	221	327	105	68
MvSl-1064-A2-R4_MC01g03363	7	14	10	7	10	3
MvSl-1064-A2-R4_MC01g03364	8167	6854	2744	2225	5241	6748
MvSl-1064-A2-R4_MC01g03365	74	49	432	283	60	49
MvSl-1064-A2-R4_MC01g03366	140	125	791	613	139	115
MvSl-1064-A2-R4_MC01g03367	40	51	297	147	27	36
MvSl-1064-A2-R4_MC01g03368	2107	1663	21717	27034	1280	1707
MvSl-1064-A2-R4_MC01g03369	1405	1302	1458	1231	1583	1685
MvSl-1064-A2-R4_MC01g03370	217	313.5	126.5	139.5	182	211
MvSl-1064-A2-R4_MC01g03371	312.914	308.121	859.752	848.632	654.202	512.472
MvSl-1064-A2-R4_MC01g03372	121.208	113.786	192.247	154.036	153.387	151.289
MvSl-1064-A2-R4_MC01g03373	312.914	308.121	859.752	848.632	654.202	512.472
MvSl-1064-A2-R4_MC01g03374	217	313.5	126.5	139.5	182	211
MvSl-1064-A2-R4_MC01g03375	263	378	467	677	240	244
MvSl-1064-A2-R4_MC01g03376	159	134	34	24	211	286
MvSl-1064-A2-R4_MC01g03377	32	64	19	8	21	22
MvSl-1064-A2-R4_MC01g03378	2267	3377	39	42	1510	2453
MvSl-1064-A2-R4_MC01g03379	10849	8729	7078	6125	11239	10599
MvSl-1064-A2-R4_MC01g03380	997	1191	502	537	725	979
MvSl-1064-A2-R4_MC01g03381	26	31	373	417	41	33
MvSl-1064-A2-R4_MC01g03382	6375.55	7633.2	2751.35	2508.73	7020	6227.14
MvSl-1064-A2-R4_MC01g03383	43.0356	60.9449	41	70.5578	30.2854	54.8309
MvSl-1064-A2-R4_MC01g03384	3106	2873	4840	4783	3723	3441
MvSl-1064-A2-R4_MC01g03385	2176	2396	3507	3546	3682	3200
MvSl-1064-A2-R4_MC01g03386	161	80	145	284	95	69
MvSl-1064-A2-R4_MC01g03387	179.231	95.0811	194.886	372.609	83.4445	79.2794
MvSl-1064-A2-R4_MC01g03388	13978	14943	4217	4104	15774	21097
MvSl-1064-A2-R4_MC01g03389	802	918	481	1732	1066	1063
MvSl-1064-A2-R4_MC01g03390	464	397	1345	1375	586	583
MvSl-1064-A2-R4_MC01g03391	884	765	1239	1516	864	822
MvSl-1064-A2-R4_MC01g03392	966	902	341	537	305	536
MvSl-1064-A2-R4_MC01g03393	144	240	514	1308	50	145
MvSl-1064-A2-R4_MC01g03394	160.106	196.677	18.6368	22.0604	206.882	268.681
MvSl-1064-A2-R4_MC01g03395	167.999	203.459	15.04	19.0624	154.18	217.09
MvSl-1064-A2-R4_MC01g03396	38	38.3324	14	18	11.6696	7.50576
MvSl-1064-A2-R4_MC01g03397	2154.69	2837.67	524.96	568.31	434.565	308.626
MvSl-1064-A2-R4_MC01g03398	1	0	1	0	2	0
MvSl-1064-A2-R4_MC01g03399	76	58	125	95	78	77
MvSl-1064-A2-R4_MC01g03400	5511	5701	4131	3781	5853	6071
MvSl-1064-A2-R4_MC01g03401	3243	3658	3958	5522	2447	2202
MvSl-1064-A2-R4_MC01g03402	444.184	444.935	695.683	724.423	706.163	653.593
MvSl-1064-A2-R4_MC01g03403	1817	1498	1795	2111	1625	1478
MvSl-1064-A2-R4_MC01g03404	2856	4360	5747	6458	4150	2834
MvSl-1064-A2-R4_MC01g03405	5952	6965	1241	1214	7545	11197
MvSl-1064-A2-R4_MC01g03406	1	0	0	1	3	1
MvSl-1064-A2-R4_MC01g03407	2016	2117	4934	5800	3687	2837
MvSl-1064-A2-R4_MC01g03408	2709	2375	615	727	2778	3063
MvSl-1064-A2-R4_MC01g03409	811	719	547	482	862	754
MvSl-1064-A2-R4_MC01g03410	3644	3425	5110	4677	4224	4547
MvSl-1064-A2-R4_MC01g03411	176	210	625	700	305	236
MvSl-1064-A2-R4_MC01g03412	4250	4282	4120	4091	4743	4864
MvSl-1064-A2-R4_MC01g03413	4004	3632	1205	1302	6385	5845
MvSl-1064-A2-R4_MC01g03414	26	27	6	4	30	36
MvSl-1064-A2-R4_MC01g03415	3593	3496	1633	1605	5897	5807
MvSl-1064-A2-R4_MC01g03416	2617	2274	6027	6149	3086	3105
MvSl-1064-A2-R4_MC01g03417	1307	1567	3604	3807	1864	1320
MvSl-1064-A2-R4_MC01g03418	3364	3136	5905	6598	2981	3637
MvSl-1064-A2-R4_MC01g03419	599	613	804	888	946	904
MvSl-1064-A2-R4_MC01g03420	7554.48	6552.76	3278.14	3505.14	5216.71	6861.28
MvSl-1064-A2-R4_MC01g03421	2080	1788	7442	9964	3100	3155
MvSl-1064-A2-R4_MC01g03422	4	5	10	14	4	3
MvSl-1064-A2-R4_MC01g03423	512.424	728.765	592.584	641.259	774.002	855.497
MvSl-1064-A2-R4_MC01g03424	797	906	1795	1685	469	621
MvSl-1064-A2-R4_MC01g03425	21	32	11	15	27	37
MvSl-1064-A2-R4_MC01g03426	1383	1747	947	951	944	1257
MvSl-1064-A2-R4_MC01g03427	798	723	1425	1429	1036	863
MvSl-1064-A2-R4_MC01g03428	835	945	2018	2285	1229	946
MvSl-1064-A2-R4_MC01g03429	1181	1568	57	64	2406	3689
MvSl-1064-A2-R4_MC01g03430	861	741	1181	886	1112	916
MvSl-1064-A2-R4_MC01g03431	1967	2037	2339	2206	2726	2242
MvSl-1064-A2-R4_MC01g03432	3799	4092	4375	4335	4201	3554
MvSl-1064-A2-R4_MC01g03433	276	448	1177	1185	352	244
MvSl-1064-A2-R4_MC01g03434	4425	4416	2703	2319	3869	5292
MvSl-1064-A2-R4_MC01g03435	2508	1829	10799	10281	2591	2709
MvSl-1064-A2-R4_MC01g03436	10059.2	7109	31189.4	28536.8	11078.7	7609.66
MvSl-1064-A2-R4_MC01g03437	624	498	1193	1683	641	381
MvSl-1064-A2-R4_MC01g03438	3488	4003	5036	5249	4271	3376
MvSl-1064-A2-R4_MC01g03439	1420	1238	1628	1656	2182	1712
MvSl-1064-A2-R4_MC01g03440	1640	1884	4348	3644	1686	1954
MvSl-1064-A2-R4_MC01g03441	884	1072	384	357	908	1167
MvSl-1064-A2-R4_MC01g03442	1489	1378	872	865	2057	1782
MvSl-1064-A2-R4_MC01g03443	19	33	111	151	31	21
MvSl-1064-A2-R4_MC01g03444	1290	1165	1837	2474	1080	1017
MvSl-1064-A2-R4_MC01g03445	3124	1842	2294	2119	1301	2601
MvSl-1064-A2-R4_MC01g03446	10	5.01089	1	3	10.4703	14.7172
MvSl-1064-A2-R4_MC01g03447	735	848	261	190	679	777
MvSl-1064-A2-R4_MC01g03448	70.1454	69.1654	141.326	87.24	92.1696	89.054
MvSl-1064-A2-R4_MC01g03449	91.7738	78.4343	165.208	159.223	115.593	78.231
MvSl-1064-A2-R4_MC01g03450	78	99.5	16.5	36	95.5	95
MvSl-1064-A2-R4_MC01g03451	875.499	828.694	2007.52	1608.72	1563.21	1515.49
MvSl-1064-A2-R4_MC01g03452	2.95577	4.34849	2.36695	3.95177	2.10096	1.93447
MvSl-1064-A2-R4_MC01g03453	0	3.5	14	20.5556	1.66667	0.101137
MvSl-1064-A2-R4_MC01g03454	9.41717	15.8544	16.2348	36.4259	13.0841	11.9727
MvSl-1064-A2-R4_MC01g03455	2430	2719.49	3360.83	3958.27	3471	3201.42
MvSl-1064-A2-R4_MC01g03456	3554.6	5638.73	6028.32	3639.34	8896.36	9363.07
MvSl-1064-A2-R4_MC01g03457	32201.6	31418.2	25246.4	15756.2	39784.3	38231.3
MvSl-1064-A2-R4_MC02g03458	203.337	246.138	64.2789	51.7485	105.819	101.331
MvSl-1064-A2-R4_MC02g03459	3355	3442	3162	3168	4035	3628
MvSl-1064-A2-R4_MC02g03460	961	923	1148	1216	1224	1236
MvSl-1064-A2-R4_MC02g03461	13130	14244	5480	6055	10066	12565
MvSl-1064-A2-R4_MC02g03462	6077	5692	5292	4891	7526	7614
MvSl-1064-A2-R4_MC02g03463	1810	1709	1124	1190	2847	2287
MvSl-1064-A2-R4_MC02g03464	523.616	516.279	340.304	328.294	603.267	730.448
MvSl-1064-A2-R4_MC02g03465	4912	5425	2637	2508	7019	6580
MvSl-1064-A2-R4_MC02g03466	59766	69854	569	435	87482	116219
MvSl-1064-A2-R4_MC02g03467	12	20	4	6	20	41
MvSl-1064-A2-R4_MC02g03468	30	29	4	3	33	72
MvSl-1064-A2-R4_MC02g03469	2928	2061	4063	4454	2557	2527
MvSl-1064-A2-R4_MC02g03470	1229	1230	2445	2604	1352	1139
MvSl-1064-A2-R4_MC02g03471	1549	1604	3228	2946	2007	1770
MvSl-1064-A2-R4_MC02g03472	1309	1243	4569	4193	1558	1529
MvSl-1064-A2-R4_MC02g03473	359.964	363.291	967.225	865.371	483.19	485.995
MvSl-1064-A2-R4_MC02g03474	544	607	1478	1799	942	727
MvSl-1064-A2-R4_MC02g03475	48	87	6	31	70	65
MvSl-1064-A2-R4_MC02g03476	0	0	0	0	0	0
MvSl-1064-A2-R4_MC02g03477	3	5	1	2	1	1
MvSl-1064-A2-R4_MC02g03478	1	1	0	2	1	4
MvSl-1064-A2-R4_MC02g03479	1282	1503	1105	1373	2413	1829
MvSl-1064-A2-R4_MC02g03480	8071	8340	9106	8835	8930	12637
MvSl-1064-A2-R4_MC02g03481	2998	2595	1575	1270	1973	2544
MvSl-1064-A2-R4_MC02g03482	217	238	1785	2079	300	322
MvSl-1064-A2-R4_MC02g03483	1809	1983	2077	1824	1558	2026
MvSl-1064-A2-R4_MC02g03484	170	282	105	89	86	52
MvSl-1064-A2-R4_MC02g03485	1779	2446	766	834	720	606
MvSl-1064-A2-R4_MC02g03486	4548	4250	12406	16012	6201	5531
MvSl-1064-A2-R4_MC02g03487	2034	1754	4284	4532	2500	2038
MvSl-1064-A2-R4_MC02g03488	1118.68	1001.73	2038.27	2323.93	1384.73	991.615
MvSl-1064-A2-R4_MC02g03489	3720	3379	5714	4718	5332	4388
MvSl-1064-A2-R4_MC02g03490	0	1.00713	2.03998	0	3	2
MvSl-1064-A2-R4_MC02g03491	3440	3718	4100	4291	4623	3796
MvSl-1064-A2-R4_MC02g03492	12686	11653	8183	8562	12711	12090
MvSl-1064-A2-R4_MC02g03493	3223	2769	5965	5690	4446	3964
MvSl-1064-A2-R4_MC02g03494	1476	1611	4073	4409	2079	1803
MvSl-1064-A2-R4_MC02g03495	817	880	1226	1264	1376	930
MvSl-1064-A2-R4_MC02g03496	148.203	127.859	69.2415	43.9095	201.566	258.833
MvSl-1064-A2-R4_MC02g03497	3323	3622	3076	3045	3573	3665
MvSl-1064-A2-R4_MC02g03498	1178	1056	3059	2916	1255	1260
MvSl-1064-A2-R4_MC02g03499	406.61	337.855	1538.87	1794.27	480.315	403.535
MvSl-1064-A2-R4_MC02g03500	3287	2912	7886	6548	3536	3421
MvSl-1064-A2-R4_MC02g03501	11988	10359	5250	4912	9305	9942
MvSl-1064-A2-R4_MC02g03502	1381	1209	717	692	1271	1539
MvSl-1064-A2-R4_MC02g03503	2234	2210	2661	2692	3336	2763
MvSl-1064-A2-R4_MC02g03504	838	623	1199	939	411	1037
MvSl-1064-A2-R4_MC02g03505	1474	1257	7781	9240	1117	1450
MvSl-1064-A2-R4_MC02g03506	10047.9	8516.85	14112.7	13701.8	9627.54	8650.01
MvSl-1064-A2-R4_MC02g03507	1446	1723	3313	3470	2564	1863
MvSl-1064-A2-R4_MC02g03508	1329	1145	1083	978	1362	1163
MvSl-1064-A2-R4_MC02g03509	651	794	132	186	373	216
MvSl-1064-A2-R4_MC02g03510	1602	1679	2884	2872	2617	1946
MvSl-1064-A2-R4_MC02g03511	98	110	627	803	97	94
