gida1	A1_1	A1_2	A2_1	A2_2						
MvSl-1064-A1-R4_MC06g07245	5752	5985	6188	5966						
MvSl-1064-A1-R4_MC06g07246	706	828	774	883						
MvSl-1064-A1-R4_MC06g07247	351	309	423	323						
MvSl-1064-A1-R4_MC06g07248	55	54	89	104						
MvSl-1064-A1-R4_MC06g07249	260	265	405	326						
MvSl-1064-A1-R4_MC06g07250	473	562	551	617						
MvSl-1064-A1-R4_MC06g07251	1449	1755	1545	1817						
MvSl-1064-A1-R4_MC06g07252	1312	918	1509	1054						
MvSl-1064-A1-R4_MC06g07253	683	737	830	775						
MvSl-1064-A1-R4_MC06g07254	2308	2162	2462	2531						
MvSl-1064-A1-R4_MC06g07255	204	142	245	165						
MvSl-1064-A1-R4_MC06g07256	1827	1818	1997	1960						
MvSl-1064-A1-R4_MC06g07257	473	521	597	629						
MvSl-1064-A1-R4_MC06g07258	2174	2521	2678	3054						
MvSl-1064-A1-R4_MC06g07259	3	4	3	2						
MvSl-1064-A1-R4_MC06g07260	1356	1445	1168	1481						
MvSl-1064-A1-R4_MC06g07261	1510	1887	2027	2417						
MvSl-1064-A1-R4_MC06g07262	1594	1666	1679	1733						
MvSl-1064-A1-R4_MC06g07263	652	687	797	782						
MvSl-1064-A1-R4_MC06g07264	1265	1400	1412	1410						
MvSl-1064-A1-R4_MC06g07265	988	1076	1086	1093						
MvSl-1064-A1-R4_MC06g07266	2871	3050	2762	3443						
MvSl-1064-A1-R4_MC06g07267	8191	6276	10247	8931						
MvSl-1064-A1-R4_MC06g07268	0	0	4	1						
MvSl-1064-A1-R4_MC06g07269	124	137	144	154						
MvSl-1064-A1-R4_MC06g07270	4767	5469	4941	5755						
MvSl-1064-A1-R4_MC06g07271	1000	1244	1160	1422						
MvSl-1064-A1-R4_MC06g07272	1043	1178	1299	1407						
MvSl-1064-A1-R4_MC06g07273	8773	9809	9303	10819						
MvSl-1064-A1-R4_MC06g07274	418	505	502	602						
MvSl-1064-A1-R4_MC06g07275	3244	3403	2847	3543						
MvSl-1064-A1-R4_MC06g07276	2782	2775	4592	3879						
MvSl-1064-A1-R4_MC06g07277	27	26	31	24						
MvSl-1064-A1-R4_MC06g07278	63	61	62	71						
MvSl-1064-A1-R4_MC06g07279	1284	1494	1521	1609						
MvSl-1064-A1-R4_MC06g07280	2808	2513	3133	3092						
MvSl-1064-A1-R4_MC06g07281	2347	2847	2722	2702						
MvSl-1064-A1-R4_MC06g07282	416	709	503	540						
MvSl-1064-A1-R4_MC06g07283	447	322	603	493						
MvSl-1064-A1-R4_MC06g07284	3782	3761	4304	4571						
MvSl-1064-A1-R4_MC06g07285	1145	1322	1291	1492						
MvSl-1064-A1-R4_MC06g07286	145	86	214	177						
MvSl-1064-A1-R4_MC06g07287	100	108	172	242						
MvSl-1064-A1-R4_MC06g07288	278	131	326	203						
MvSl-1064-A1-R4_MC06g07289	1790	2556	1741	1986						
MvSl-1064-A1-R4_MC06g07290	693.147	985	787	912						
MvSl-1064-A1-R4_MC06g07291	1614	1616	1782	1806						
MvSl-1064-A1-R4_MC06g07292	1914	2238	2214	2197						
MvSl-1064-A1-R4_MC06g07293	3420	2314	3627	3034						
MvSl-1064-A1-R4_MC06g07294	38.1409	96.4679	109.127	55.1687						
MvSl-1064-A1-R4_MC06g07295	0	0	7.33046	1.03802						
MvSl-1064-A1-R4_MC06g07296	200.78	123.81	157.88	156.017						
MvSl-1064-A1-R4_MC06g07297	9.94257	4.16689	27.1802	9.68112						
MvSl-1064-A1-R4_MC06g07298	2680	3053	1816	1988						
MvSl-1064-A1-R4_MC06g07299	1121	1097	1456	1405						
MvSl-1064-A1-R4_MC06g07300	932	971	942	1209						
MvSl-1064-A1-R4_MC06g07301	935	621	745	560						
MvSl-1064-A1-R4_MC06g07302	8411.86	8313.53	6840.87	14707.8						
MvSl-1064-A1-R4_MC06g07303	315	257	477	315						
MvSl-1064-A1-R4_MC06g07304	1333	1776	1454	1804						
MvSl-1064-A1-R4_MC06g07305	591	703	638	744						
MvSl-1064-A1-R4_MC06g07306	21	14	24	22						
MvSl-1064-A1-R4_MC06g07307	1260	1257	1349	1308						
MvSl-1064-A1-R4_MC06g07308	4100	2852	4083	3094						
MvSl-1064-A1-R4_MC06g07309	5373	4305	6244	4975						
MvSl-1064-A1-R4_MC06g07310	908	651	1176	882						
MvSl-1064-A1-R4_MC06g07311	2348	2352	2178	2099						
MvSl-1064-A1-R4_MC06g07312	407	327	422	349						
MvSl-1064-A1-R4_MC06g07313	5335	6518	5408	6510						
MvSl-1064-A1-R4_MC06g07314	609	740	622	733						
MvSl-1064-A1-R4_MC06g07315	819	678	811	829						
MvSl-1064-A1-R4_MC06g07316	1042	918	1416	974						
MvSl-1064-A1-R4_MC06g07317	1115.97	1076	1450.89	1424						
MvSl-1064-A1-R4_MC06g07318	33.3494	51.1566	71.888	59.2643						
MvSl-1064-A1-R4_MC06g07319	1858	1794	2412	2319						
MvSl-1064-A1-R4_MC06g07320	93.3112	92.0964	126.972	120.072						
MvSl-1064-A1-R4_MC06g07321	47	47	84	83						
MvSl-1064-A1-R4_MC06g07322	21	15.8496	29.0327	25						
MvSl-1064-A1-R4_MC06g07323	131.061	156.864	240.632	191.352						
MvSl-1064-A1-R4_MC06g07324	68	93	59	65						
MvSl-1064-A1-R4_MC06g07325	817	1195	846	922						
MvSl-1064-A1-R4_MC06g07326	1954	2059	2285	2401						
MvSl-1064-A1-R4_MC06g07327	4009	5139	4106	5040						
MvSl-1064-A1-R4_MC06g07328	1481	1686	1668	1968						
MvSl-1064-A1-R4_MC06g07329	0	1	6	4						
MvSl-1064-A1-R4_MC06g07330	240	380	257	318						
MvSl-1064-A1-R4_MC06g07331	2235	2388	2665	2883						
MvSl-1064-A1-R4_MC06g07332	322	282	443	319						
MvSl-1064-A1-R4_MC06g07333	2857	2704	3997	3825						
MvSl-1064-A1-R4_MC06g07334	961	1249	1095	1346						
MvSl-1064-A1-R4_MC06g07335	3367	3770	2962	3243						
MvSl-1064-A1-R4_MC06g07336	20	16	40	31						
MvSl-1064-A1-R4_MC06g07337	5	9	6	5						
MvSl-1064-A1-R4_MC06g07338	1234	1316	1448	1391						
MvSl-1064-A1-R4_MC06g07339	543	796	610	691						
MvSl-1064-A1-R4_MC06g07340	1792	2341	1660	2450						
MvSl-1064-A1-R4_MC06g07341	916	1304	1009	1058						
MvSl-1064-A1-R4_MC06g07342	40	37	73	54						
MvSl-1064-A1-R4_MC06g07343	467	534	589	578						
MvSl-1064-A1-R4_MC06g07344	258	359	331	395						
MvSl-1064-A1-R4_MC06g07345	2126	2455	2187	2638						
MvSl-1064-A1-R4_MC06g07346	2187	2530	2449	2260						
MvSl-1064-A1-R4_MC06g07347	65.1835	97.4764	84.5466	107.521						
MvSl-1064-A1-R4_MC06g07348	652.554	824.304	848.679	1007.78						
MvSl-1064-A1-R4_MC06g07349	2387.09	1996.91	2829.3	2384.87						
MvSl-1064-A1-R4_MC06g07350	23.91	22.0929	28.7048	42.1317						
MvSl-1064-A1-R4_MC06g07351	2706	2778	2814	2955						
MvSl-1064-A1-R4_MC06g07352	316	331	372	468						
MvSl-1064-A1-R4_MC06g07353	300	212	346	294						
MvSl-1064-A1-R4_MC06g07354	60	34	68	38						
MvSl-1064-A1-R4_MC06g07355	42	24	60	41						
MvSl-1064-A1-R4_MC06g07356	173	211	246	274						
MvSl-1064-A1-R4_MC06g07357	458	537	523	606						
MvSl-1064-A1-R4_MC06g07358	116	102	107	102						
MvSl-1064-A1-R4_MC06g07359	2882	2956	2661	3208						
MvSl-1064-A1-R4_MC06g07360	871	902	1251	1337						
MvSl-1064-A1-R4_MC06g07361	267	423	306	381						
MvSl-1064-A1-R4_MC06g07362	428	609	542	665						
MvSl-1064-A1-R4_MC06g07363	3328	3913	3697	4165						
MvSl-1064-A1-R4_MC06g07364	1085	816	1454	950						
MvSl-1064-A1-R4_MC06g07365	5500	5316	6698	6293						
MvSl-1064-A1-R4_MC06g07366	965	1067	1089	1329						
MvSl-1064-A1-R4_MC06g07367	904	929	1176	1225						
MvSl-1064-A1-R4_MC06g07368	15882	14028	16792	16941						
MvSl-1064-A1-R4_MC06g07369	742	840	830	962						
MvSl-1064-A1-R4_MC06g07370	1719	1920	1916	1961						
MvSl-1064-A1-R4_MC06g07371	2429.71	2481.51	2724.74	2572.5						
MvSl-1064-A1-R4_MC06g07372	6006	7899	5866	8198						
MvSl-1064-A1-R4_MC06g07373	106	90	148	110						
MvSl-1064-A1-R4_MC06g07374	973	1067	1184	1339						
MvSl-1064-A1-R4_MC06g07375	386.315	459.237	328	389.767						
MvSl-1064-A1-R4_MC06g07376	9967	12795	8450	11670						
MvSl-1064-A1-R4_MC06g07377	11437	9642	8882	11318						
MvSl-1064-A1-R4_MC06g07378	8	11	20	12						
MvSl-1064-A1-R4_MC06g07379	12	7	11	11						
MvSl-1064-A1-R4_MC06g07380	5614	5907	6476	7148						
MvSl-1064-A1-R4_MC06g07381	2906	3007	3285	3360						
MvSl-1064-A1-R4_MC06g07382	578	449	659	569						
MvSl-1064-A1-R4_MC06g07383	10147	10828	10672	10825						
MvSl-1064-A1-R4_MC06g07384	2272	2680	2242	3115						
MvSl-1064-A1-R4_MC06g07385	1603	1959	1791	1938						
MvSl-1064-A1-R4_MC06g07386	1879	1637	1956	1742						
MvSl-1064-A1-R4_MC06g07387	1317	1350	1322	1383						
MvSl-1064-A1-R4_MC06g07388	1149	1191	1359	1545						
MvSl-1064-A1-R4_MC06g07389	1122	1201	1550	1520						
MvSl-1064-A1-R4_MC06g07390	1388	1575	1444	1502						
MvSl-1064-A1-R4_MC06g07391	467	600	539	622						
MvSl-1064-A1-R4_MC06g07392	0	0	0	0						
MvSl-1064-A1-R4_MC06g07393	2522	4518	2557	4541						
MvSl-1064-A1-R4_MC06g07394	2398	2225	2480	2609						
MvSl-1064-A1-R4_MC06g07395	416	500	469	535						
MvSl-1064-A1-R4_MC06g07396	2661	3490	2715	2825						
MvSl-1064-A1-R4_MC06g07397	21	59	54	127						
MvSl-1064-A1-R4_MC06g07398	3652	3429	3921	4127						
MvSl-1064-A1-R4_MC06g07399	33	29	19	25						
MvSl-1064-A1-R4_MC06g07400	6190	6984	5970	6806						
MvSl-1064-A1-R4_MC06g07401	1856	2495	1870	2255						
MvSl-1064-A1-R4_MC06g07402	408	666	496	516						
MvSl-1064-A1-R4_MC06g07403	2218	2749	2374	2555						
MvSl-1064-A1-R4_MC06g07404	1526	1535	1552	1560						
MvSl-1064-A1-R4_MC06g07405	676	839	558	694						
MvSl-1064-A1-R4_MC06g07406	228	199	268	212						
MvSl-1064-A1-R4_MC06g07408	0	0	0	0						
MvSl-1064-A1-R4_MC06g07409	934.627	1369.88	1313.51	1494.91						
MvSl-1064-A1-R4_MC06g07410	9.83622	9.92824	21.5354	10.3699						
MvSl-1064-A1-R4_MC06g07411	4.72795	1	4.08725	3.21412						
MvSl-1064-A1-R4_MC06g07412	98	122	30	33						
MvSl-1064-A1-R4_MC06g07413	4	4	3	0						
MvSl-1064-A1-R4_MC06g07414	6269	4981	8753	5976						
MvSl-1064-A1-R4_MC06g07415	1880	1815	2088	2032						
MvSl-1064-A1-R4_MC06g07416	215	112	279	189						
MvSl-1064-A1-R4_MC06g07417	7.78515	13.6465	20.6718	8.72699						
MvSl-1064-A1-R4_MC06g07418	93.193	105.821	58.1144	61.0299						
MvSl-1064-A1-R4_MC06g07419	1218.29	2167.82	1645.53	2184.05						
MvSl-1064-A1-R4_MC06g07420	141.543	209.807	375.438	367.219						
MvSl-1064-A1-R4_MC06g07421	4520	3885	5995	5309						
MvSl-1064-A1-R4_MC06g07422	2989	5813	3417	5821						
MvSl-1064-A1-R4_MC06g07423	2985	3527	3133	3858						
MvSl-1064-A1-R4_MC06g07424	1468	1589	1737	1964						
MvSl-1064-A1-R4_MC06g07425	5126	7105	5439	7853						
MvSl-1064-A1-R4_MC06g07426	41	60	94	67						
MvSl-1064-A1-R4_MC06g07427	12097	14313	14065	15683						
MvSl-1064-A1-R4_MC06g07428	2301	2027	3011	2820						
MvSl-1064-A1-R4_MC06g07429	800	1079	920	1008						
MvSl-1064-A1-R4_MC06g07430	1324	1384	1309	1380						
MvSl-1064-A1-R4_MC06g07431	2592	2741	3419	4054						
MvSl-1064-A1-R4_MC06g07432	28	32	34	48						
MvSl-1064-A1-R4_MC06g07434	661.79	843.337	1220.43	1226.98						
MvSl-1064-A1-R4_MC06g07437	48.0735	40.0648	82.2232	60.1416						
MvSl-1064-A1-R4_MC06g07438	11	8	11	8						
MvSl-1064-A1-R4_MC06g07439	23	56	23	39						
MvSl-1064-A1-R4_MC06g07440	332	647	404	432						
MvSl-1064-A1-R4_MC06g07441	9526	7581	10170	9099						
MvSl-1064-A1-R4_MC06g07442	4428	3861	4946	4323						
MvSl-1064-A1-R4_MC06g07443	323	303	303	278						
MvSl-1064-A1-R4_MC06g07444	1954	2890	1617	2299						
MvSl-1064-A1-R4_MC06g07447	896	775.757	987	1086						
MvSl-1064-A1-R4_MC06g07450	15	12	14	10						
MvSl-1064-A1-R4_MC06g07451	536	391	507	469						
MvSl-1064-A1-R4_MC06g07452	363	424	495	651						
MvSl-1064-A1-R4_MC06g07453	0	1	2	0						
MvSl-1064-A1-R4_MC06g07454	87	142	148	230						
MvSl-1064-A1-R4_MC06g07455	6553	5658	5588	5406						
MvSl-1064-A1-R4_MC06g07456	2729	2799	2805	2691						
MvSl-1064-A1-R4_MC06g07457	786	464	551	439						
MvSl-1064-A1-R4_MC06g07458	306	284	372	331						
MvSl-1064-A1-R4_MC06g07459	240.279	249	290	254						
MvSl-1064-A1-R4_MC06g07460	4879	4962	4770	4986						
MvSl-1064-A1-R4_MC06g07461	29	18	34	24						
MvSl-1064-A1-R4_MC06g07462	3226	4213	4779	4977						
MvSl-1064-A1-R4_MC06g07463	1374	1580	1627	1727						
MvSl-1064-A1-R4_MC06g07464	319	379	475	431						
MvSl-1064-A1-R4_MC06g07465	1681	1785	2016	2034						
MvSl-1064-A1-R4_MC06g07466	865	2062	1241	1688						
MvSl-1064-A1-R4_MC06g07467	21848	66270	21027	46577						
MvSl-1064-A1-R4_MC06g07468	3117	3135	3637	3503						
MvSl-1064-A1-R4_MC06g07469	3	1.02795	3.23454	1.03344						
MvSl-1064-A1-R4_MC06g07470	7.04328	2.38727	4.50127	2.11779						
MvSl-1064-A1-R4_MC06g07471	91	81	292	195						
MvSl-1064-A1-R4_MC06g07472	1253	1189	1277	1262						
MvSl-1064-A1-R4_MC06g07473	248	203	267	162						
MvSl-1064-A1-R4_MC06g07474	929	917	1112	1038						
MvSl-1064-A1-R4_MC06g07475	2286	2281	2616	2396						
MvSl-1064-A1-R4_MC06g07476	897	923	1074	1056						
MvSl-1064-A1-R4_MC06g07477	4769	6475	4433	5318						
MvSl-1064-A1-R4_MC06g07478	13	9	16	8						
MvSl-1064-A1-R4_MC06g07479	1902	2290	1751	2139						
MvSl-1064-A1-R4_MC06g07480	1019	1202	1028	1181						
MvSl-1064-A1-R4_MC06g07481	1495	1420	1592	1344						
MvSl-1064-A1-R4_MC06g07482	1962	2678	2321	2872						
MvSl-1064-A1-R4_MC06g07483	1	0	1	0						
MvSl-1064-A1-R4_MC06g07484	7190	7645	8171	9144						
MvSl-1064-A1-R4_MC06g07485	37	40	35	45						
MvSl-1064-A1-R4_MC06g07486	22	24	34	26						
MvSl-1064-A1-R4_MC06g07487	110.497	113	150.126	187						
MvSl-1064-A1-R4_MC06g07488	511	377	710	496						
MvSl-1064-A1-R4_MC06g07489	25234	18772	29798	21112						
MvSl-1064-A1-R4_MC06g07490	1327	927	1528	1329						
MvSl-1064-A1-R4_MC06g07491	2547	2722	3072	3213						
MvSl-1064-A1-R4_MC06g07492	2165	1835	2591	1989						
MvSl-1064-A1-R4_MC06g07493	49712	34130	49972	39183						
MvSl-1064-A1-R4_MC06g07494	2768	2389	3071	2631						
MvSl-1064-A1-R4_MC06g07495	966	1232	1005	1169						
MvSl-1064-A1-R4_MC06g07496	1089	1112	1302	1260						
MvSl-1064-A1-R4_MC06g07497	1136	1455	1354	1113						
MvSl-1064-A1-R4_MC06g07498	10986	6495	10839	8008						
MvSl-1064-A1-R4_MC06g07499	1747	1603	2176	1852						
MvSl-1064-A1-R4_MC06g07500	144	90	164	113						
MvSl-1064-A1-R4_MC06g07501	79	71	94	67						
MvSl-1064-A1-R4_MC06g07502	788	1026	808	920						
MvSl-1064-A1-R4_MC06g07503	3663	3427	3823	3493						
MvSl-1064-A1-R4_MC06g07504	570	491	680	803						
MvSl-1064-A1-R4_MC06g07505	2149	1882	2573	2266						
MvSl-1064-A1-R4_MC06g07506	1618	2298	1899	2333						
MvSl-1064-A1-R4_MC06g07507	4	2	9	7						
MvSl-1064-A1-R4_MC06g07508	5832	6807	5817	6097						
MvSl-1064-A1-R4_MC06g07509	723	681	849	631						
MvSl-1064-A1-R4_MC06g07510	3116	3084	3607	3288						
MvSl-1064-A1-R4_MC06g07511	146	112	171	139						
MvSl-1064-A1-R4_MC06g07512	78	86	97	102						
MvSl-1064-A1-R4_MC06g07513	41	34	53	41						
MvSl-1064-A1-R4_MC06g07514	234	231	322	295						
MvSl-1064-A1-R4_MC06g07515	3284	4080	4080	4420						
MvSl-1064-A1-R4_MC06g07516	434	316	473	382						
MvSl-1064-A1-R4_MC06g07517	569.673	584	967	971						
MvSl-1064-A1-R4_MC06g07518	1550	1268	1594	1439						
MvSl-1064-A1-R4_MC06g07519	10	6	7	12						
MvSl-1064-A1-R4_MC06g07520	1624	1274	1751	1534						
MvSl-1064-A1-R4_MC06g07521	762	633	725	720						
MvSl-1064-A1-R4_MC06g07522	5748	12365	6552	9754						
MvSl-1064-A1-R4_MC06g07523	449	606	514	410						
MvSl-1064-A1-R4_MC06g07524	23.1176	36.569	63.0674	81.6575						
MvSl-1064-A1-R4_MC06g07525	1660	2209	1632	1960						
MvSl-1064-A1-R4_MC06g07526	1	2	2	1						
MvSl-1064-A1-R4_MC06g07527	591.882	1001.43	1382.93	1937.34						
MvSl-1064-A1-R4_MC06g07528	1266	1704	2012	2152						
MvSl-1064-A1-R4_MC06g07529	2508	2788	2401	2693						
MvSl-1064-A1-R4_MC06g07530	2937	3282	3340	3348						
MvSl-1064-A1-R4_MC06g07531	1843	2347	1950	2181						
MvSl-1064-A1-R4_MC06g07532	321	517	433	464						
MvSl-1064-A1-R4_MC06g07533	357	396	431	368						
MvSl-1064-A1-R4_MC06g07534	1129	1252	1313	1231						
MvSl-1064-A1-R4_MC06g07535	122.594	91.7615	190.439	121.858						
MvSl-1064-A1-R4_MC06g07536	298.562	329.294	329.175	389.786						
MvSl-1064-A1-R4_MC06g07537	120.743	156.494	216.163	233.543						
MvSl-1064-A1-R4_MC06g07538	13.9939	9.90037	12.5556	4.38671						
MvSl-1064-A1-R4_MC06g07539	580.899	643.086	696.684	675.407						
MvSl-1064-A1-R4_MC06g07541	27.7232	7.15667	18.172	11.6005						
MvSl-1064-A1-R4_MC06g07542	1.68245	0	5.5	2.99474						
MvSl-1064-A1-R4_MC06g07543	965.02	981.096	1196.44	1188.91						
MvSl-1064-A1-R4_MC06g07544	5.56245	11	4.60761	7						
MvSl-1064-A1-R4_MC06g07545	2.80687	2	3.25117	1.02233						
MvSl-1064-A1-R4_MC06g07546	0	1.19488	0	0						
MvSl-1064-A1-R4_MC06g07547	0	0	0	1.19756						
MvSl-1064-A1-R4_MC07g07548	6.9426	8.21779	2.01382	10.0178						
MvSl-1064-A1-R4_MC07g07549	12.4585	26.8345	42.4423	19.4997						
MvSl-1064-A1-R4_MC07g07550	14072.9	16707.5	10425.5	16475.6						
MvSl-1064-A1-R4_MC07g07551	661	682	1076	832						
MvSl-1064-A1-R4_MC07g07552	863	1007	1045	1124						
MvSl-1064-A1-R4_MC07g07553	2070	1772	2225	2145						
MvSl-1064-A1-R4_MC07g07554	1105	1240	1265	1324						
MvSl-1064-A1-R4_MC07g07555	13	7	34	21						
MvSl-1064-A1-R4_MC07g07556	0	1	2	2						
MvSl-1064-A1-R4_MC07g07557	983	906	1153	1335						
MvSl-1064-A1-R4_MC07g07558	72196	84928	99535	123684						
MvSl-1064-A1-R4_MC07g07560	6	6.01198	9	8						
MvSl-1064-A1-R4_MC07g07561	6400	5067	8734	7081						
MvSl-1064-A1-R4_MC07g07562	1405	1530	1568	1651						
MvSl-1064-A1-R4_MC07g07563	1225	1197	1481	1542						
MvSl-1064-A1-R4_MC07g07564	419	488	478	516						
MvSl-1064-A1-R4_MC07g07565	1083	760	1349	931						
MvSl-1064-A1-R4_MC07g07566	2551	2234	3279	2903						
MvSl-1064-A1-R4_MC07g07567	359	298	570	346						
MvSl-1064-A1-R4_MC07g07568	836	1179	954	1170						
MvSl-1064-A1-R4_MC07g07569	1740	2307	1703	2310						
MvSl-1064-A1-R4_MC07g07570	1388	1987	1462	1945						
MvSl-1064-A1-R4_MC07g07571	977	1160	1057	1268						
MvSl-1064-A1-R4_MC07g07572	2103	2542	2818	2945						
MvSl-1064-A1-R4_MC07g07573	175	171	247	229						
MvSl-1064-A1-R4_MC07g07574	2759	2862	3187	3089						
MvSl-1064-A1-R4_MC07g07575	741	907	717	923						
MvSl-1064-A1-R4_MC07g07576	1472	1444	1418	1410						
MvSl-1064-A1-R4_MC07g07577	3	4	2	1						
MvSl-1064-A1-R4_MC07g07578	67	178	140	173						
MvSl-1064-A1-R4_MC07g07579	810	919	922	928						
MvSl-1064-A1-R4_MC07g07580	41	33	70	35						
MvSl-1064-A1-R4_MC07g07581	5945	6199	7747	6897						
MvSl-1064-A1-R4_MC07g07582	3079	2219	3824	2661						
MvSl-1064-A1-R4_MC07g07583	3	4	16	8						
MvSl-1064-A1-R4_MC07g07584	2229	2564	2258	2384						
MvSl-1064-A1-R4_MC07g07585	2581	2817	2703	2808						
MvSl-1064-A1-R4_MC07g07586	6767	13783	7813	12304						
MvSl-1064-A1-R4_MC07g07587	3186	3196	3498	4138						
MvSl-1064-A1-R4_MC07g07588	1791	1649	2203	1980						
MvSl-1064-A1-R4_MC07g07589	65	50	69	45						
MvSl-1064-A1-R4_MC07g07590	174	221	454	347						
MvSl-1064-A1-R4_MC07g07592	79	142	252	289						
MvSl-1064-A1-R4_MC07g07593	1074	1284	1374	1369						
MvSl-1064-A1-R4_MC07g07594	857	1005	920	1084						
MvSl-1064-A1-R4_MC07g07595	952	1081	1416	1349						
MvSl-1064-A1-R4_MC07g07596	1237	1392	1370	1486						
MvSl-1064-A1-R4_MC07g07597	2164	2988	4318	5276						
MvSl-1064-A1-R4_MC07g07598	56	54	115	92						
MvSl-1064-A1-R4_MC07g07599	249	253	296	285						
MvSl-1064-A1-R4_MC07g07600	25	23	81	49						
MvSl-1064-A1-R4_MC07g07601	80	56	87	94						
MvSl-1064-A1-R4_MC07g07602	643	1073	816	1379						
MvSl-1064-A1-R4_MC07g07603	2978	3047	3599	3634						
MvSl-1064-A1-R4_MC07g07604	1098.93	911.008	2040.56	1271.69						
MvSl-1064-A1-R4_MC07g07606	40.4703	26.7028	70.3912	29.5004						
MvSl-1064-A1-R4_MC07g07607	0	0	0	0						
MvSl-1064-A1-R4_MC07g07608	57.0815	41.2184	60.4359	45.6869						
MvSl-1064-A1-R4_MC07g07609	18.3454	17.2407	40.7772	22.974						
MvSl-1064-A1-R4_MC07g07610	428	522	541	581						
MvSl-1064-A1-R4_MC07g07611	991	1117	1144	1366						
MvSl-1064-A1-R4_MC07g07612	1475	2134	2815	4272						
MvSl-1064-A1-R4_MC07g07613	310	215	497	478						
MvSl-1064-A1-R4_MC07g07614	477	301	615	530						
MvSl-1064-A1-R4_MC07g07615	1730	1601	2093	1701						
MvSl-1064-A1-R4_MC07g07616	580	682	693	687						
MvSl-1064-A1-R4_MC07g07617	716	725	751	833						
MvSl-1064-A1-R4_MC07g07618	2269	2533	2173	2463						
MvSl-1064-A1-R4_MC07g07619	1106	1433	927	1185						
MvSl-1064-A1-R4_MC07g07620	1281	1301	1408	1598						
MvSl-1064-A1-R4_MC07g07621	5142	4619	6489	5717						
MvSl-1064-A1-R4_MC07g07622	1493	1370	1909	1876						
MvSl-1064-A1-R4_MC07g07623	1207	1204	1258	1251						
MvSl-1064-A1-R4_MC07g07624	1690	1585	1494	1589						
MvSl-1064-A1-R4_MC07g07625	4238	4210	4335	4761						
MvSl-1064-A1-R4_MC07g07626	6968	5759	8208	7134						
MvSl-1064-A1-R4_MC07g07627	6233	4143	7790	6023						
MvSl-1064-A1-R4_MC07g07628	832	1010	951	1115						
MvSl-1064-A1-R4_MC07g07629	9550	9917	11551	12589						
MvSl-1064-A1-R4_MC07g07630	785	945	810	1035						
MvSl-1064-A1-R4_MC07g07631	1920	1671	1911	2027						
MvSl-1064-A1-R4_MC07g07632	3860	3088	4992	3669						
MvSl-1064-A1-R4_MC07g07633	3752	3917	4153	4378						
MvSl-1064-A1-R4_MC07g07634	165	223	213	285						
MvSl-1064-A1-R4_MC07g07635	523	591	547	656						
MvSl-1064-A1-R4_MC07g07636	11.2816	8.96371	14.1545	1.54774						
MvSl-1064-A1-R4_MC07g07637	26.9985	20.2107	33.8943	33.632						
MvSl-1064-A1-R4_MC07g07638	4237	5062	3916	5029						
MvSl-1064-A1-R4_MC07g07639	1976	2021	2433	2793						
MvSl-1064-A1-R4_MC07g07640	167	152	289	178						
MvSl-1064-A1-R4_MC07g07641	7	8	15	8						
MvSl-1064-A1-R4_MC07g07642	260	254	448	309						
MvSl-1064-A1-R4_MC07g07643	221	186	375	212.478						
MvSl-1064-A1-R4_MC07g07644	1111.76	990.887	1419.87	1110.69						
MvSl-1064-A1-R4_MC07g07645	1350.77	1310.16	2001.92	1462.89						
MvSl-1064-A1-R4_MC07g07646	112.81	97.3099	187.586	76.6282						
MvSl-1064-A1-R4_MC07g07648	0	1	0	0						
MvSl-1064-A1-R4_MC07g07649	1088	1000	1073	1244						
MvSl-1064-A1-R4_MC07g07650	57.1212	64.0704	100.876	98.2409						
MvSl-1064-A1-R4_MC07g07651	3020	2939	3005	3135						
MvSl-1064-A1-R4_MC07g07652	1266	1373	1529	1594						
MvSl-1064-A1-R4_MC07g07653	1390	1236	1318	1422						
MvSl-1064-A1-R4_MC07g07654	3270	5629	3293	5209						
MvSl-1064-A1-R4_MC07g07655	8557	7836	8662	6395						
MvSl-1064-A1-R4_MC07g07656	627	731	766	887						
MvSl-1064-A1-R4_MC07g07657	6012	5407	5325	4188						
MvSl-1064-A1-R4_MC07g07658	3717	3911	4898	6043						
MvSl-1064-A1-R4_MC07g07659	90	70	78	94						
MvSl-1064-A1-R4_MC07g07660	156.731	152	250.282	220.835						
MvSl-1064-A1-R4_MC07g07661	826	949	902	1126						
MvSl-1064-A1-R4_MC07g07662	4336	3650	5193	3598						
MvSl-1064-A1-R4_MC07g07663	48.9736	31.2661	81.6511	52.7852						
MvSl-1064-A1-R4_MC07g07664	85.293	39.5562	110.964	74.6481						
MvSl-1064-A1-R4_MC07g07665	5	5	4	8						
MvSl-1064-A1-R4_MC07g07666	1348	1541	1286	1513						
MvSl-1064-A1-R4_MC07g07667	577	541	606	517						
MvSl-1064-A1-R4_MC07g07668	77	130	83	108						
MvSl-1064-A1-R4_MC07g07669	3222	4653	2848	3835						
MvSl-1064-A1-R4_MC07g07670	1893.17	1984.08	2592.77	2086.62						
MvSl-1064-A1-R4_MC07g07671	60.2008	87.8086	119.334	110.308						
MvSl-1064-A1-R4_MC07g07672	136.618	117.278	218.16	130.843						
MvSl-1064-A1-R4_MC07g07673	85.3102	70.5172	177.745	180.972						
MvSl-1064-A1-R4_MC07g07674	469.082	531.105	503.348	520.563						
MvSl-1064-A1-R4_MC07g07675	21	21	20	15						
